name,rating,review,colour,date,title,rating_score,date_parsed,language,cleaned_text,tokens,token_count,sentences,sentence_count,tokens_no_stopwords,lemmatized_tokens,lemmatized_text,pos_tags,entities,product_features,vader_neg,vader_neu,vader_pos,vader_compound,vader_sentiment,sentiment_label,dominant_topic,topic_score,review_summary_textrank,review_summary_tfidf
vijay,4.0 out of 5 stars,Is watch don't have msg tracking like whats up and normal  msgs,Carbon Black,20 July 2025,Msgs,4.0,2025-07-20,en,is watch dont have msg tracking like whats up and normal msgs,"['is', 'watch', 'dont', 'have', 'msg', 'tracking', 'like', 'whats', 'up', 'and', 'normal', 'msgs']",12,['is watch dont have msg tracking like whats up and normal msgs'],1,"['watch', 'dont', 'msg', 'tracking', 'like', 'whats', 'normal', 'msgs']","['watch', 'dont', 'msg', 'tracking', 'like', 'whats', 'normal', 'msg']",watch dont msg tracking like whats normal msg,"[('is', 'VBZ'), ('watch', 'JJ'), ('dont', 'NN'), ('have', 'VBP'), ('msg', 'VBN'), ('tracking', 'VBG'), ('like', 'IN'), ('whats', 'NNS'), ('up', 'RB'), ('and', 'CC'), ('normal', 'JJ'), ('msgs', 'NN')]",[],[],0.0,0.815,0.185,0.3612,positive,2,2,0.7465675367988488,is watch dont have msg tracking like whats up and normal msgs,is watch dont have msg tracking like whats up and normal msgs
Manighandan007,5.0 out of 5 stars,"The silver design is sleek and the battery life is impressive. It offers the typical features of most smartwatches, including alarm, step tracking and goal-setting for walking. However, like all smartwatches, it’s not 100% accurate in step counting—it adds steps while traveling on metro, buses, or bikes. Overall, it does the job, has a solid build, and even survived in heavy rain.",Silver,21 September 2025,Great battery backup,5.0,2025-09-21,en,"the silver design is sleek and the battery life is impressive. it offers the typical features of most smartwatches, including alarm, step tracking and goalsetting for walking. however, like all smartwatches, its not 100 accurate in step countingit adds steps while traveling on metro, buses, or bikes. overall, it does the job, has a solid build, and even survived in heavy rain.","['the', 'silver', 'design', 'is', 'sleek', 'and', 'the', 'battery', 'life', 'is', 'impressive', '.', 'it', 'offers', 'the', 'typical', 'features', 'of', 'most', 'smartwatches', ',', 'including', 'alarm', ',', 'step', 'tracking', 'and', 'goalsetting', 'for', 'walking', '.', 'however', ',', 'like', 'all', 'smartwatches', ',', 'its', 'not', '100', 'accurate', 'in', 'step', 'countingit', 'adds', 'steps', 'while', 'traveling', 'on', 'metro', ',', 'buses', ',', 'or', 'bikes', '.', 'overall', ',', 'it', 'does', 'the', 'job', ',', 'has', 'a', 'solid', 'build', ',', 'and', 'even', 'survived', 'in', 'heavy', 'rain', '.']",75,"['the silver design is sleek and the battery life is impressive.', 'it offers the typical features of most smartwatches, including alarm, step tracking and goalsetting for walking.', 'however, like all smartwatches, its not 100 accurate in step countingit adds steps while traveling on metro, buses, or bikes.', 'overall, it does the job, has a solid build, and even survived in heavy rain.']",4,"['silver', 'design', 'sleek', 'battery', 'life', 'impressive', '.', 'offers', 'typical', 'features', 'smartwatches', ',', 'including', 'alarm', ',', 'step', 'tracking', 'goalsetting', 'walking', '.', 'however', ',', 'like', 'smartwatches', ',', '100', 'accurate', 'step', 'countingit', 'adds', 'steps', 'traveling', 'metro', ',', 'buses', ',', 'bikes', '.', 'overall', ',', 'job', ',', 'solid', 'build', ',', 'even', 'survived', 'heavy', 'rain', '.']","['silver', 'design', 'sleek', 'battery', 'life', 'impressive', '.', 'offer', 'typical', 'feature', 'smartwatches', ',', 'including', 'alarm', ',', 'step', 'tracking', 'goalsetting', 'walking', '.', 'however', ',', 'like', 'smartwatches', ',', '100', 'accurate', 'step', 'countingit', 'add', 'step', 'traveling', 'metro', ',', 'bus', ',', 'bike', '.', 'overall', ',', 'job', ',', 'solid', 'build', ',', 'even', 'survived', 'heavy', 'rain', '.']","silver design sleek battery life impressive . offer typical feature smartwatches , including alarm , step tracking goalsetting walking . however , like smartwatches , 100 accurate step countingit add step traveling metro , bus , bike . overall , job , solid build , even survived heavy rain .","[('the', 'DT'), ('silver', 'NN'), ('design', 'NN'), ('is', 'VBZ'), ('sleek', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('battery', 'NN'), ('life', 'NN'), ('is', 'VBZ'), ('impressive', 'JJ'), ('.', '.'), ('it', 'PRP'), ('offers', 'VBZ'), ('the', 'DT'), ('typical', 'JJ'), ('features', 'NNS'), ('of', 'IN'), ('most', 'JJS'), ('smartwatches', 'NNS'), (',', ','), ('including', 'VBG'), ('alarm', 'NN'), (',', ','), ('step', 'VB'), ('tracking', 'VBG'), ('and', 'CC'), ('goalsetting', 'VBG'), ('for', 'IN'), ('walking', 'VBG'), ('.', '.'), ('however', 'RB'), (',', ','), ('like', 'IN'), ('all', 'DT'), ('smartwatches', 'NNS'), (',', ','), ('its', 'PRP$'), ('not', 'RB'), ('100', 'CD'), ('accurate', 'NN'), ('in', 'IN'), ('step', 'NN'), ('countingit', 'NN'), ('adds', 'VBZ'), ('steps', 'NNS'), ('while', 'IN'), ('traveling', 'VBG'), ('on', 'IN'), ('metro', 'NN'), (',', ','), ('buses', 'NNS'), (',', ','), ('or', 'CC'), ('bikes', 'NNS'), ('.', '.'), ('overall', 'JJ'), (',', ','), ('it', 'PRP'), ('does', 'VBZ'), ('the', 'DT'), ('job', 'NN'), (',', ','), ('has', 'VBZ'), ('a', 'DT'), ('solid', 'JJ'), ('build', 'NN'), (',', ','), ('and', 'CC'), ('even', 'RB'), ('survived', 'VBD'), ('in', 'IN'), ('heavy', 'JJ'), ('rain', 'NN'), ('.', '.')]",[],"[{'feature': 'design', 'context_before': 'silver', 'context_after': 'is', 'position': 2}, {'feature': 'battery', 'context_before': 'the', 'context_after': 'life', 'position': 7}, {'feature': 'build', 'context_before': 'solid', 'context_after': ',', 'position': 66}]",0.038,0.807,0.154,0.7927,positive,2,2,0.7956397390255439,"the silver design is sleek and the battery life is impressive. overall, it does the job, has a solid build, and even survived in heavy rain.","it offers the typical features of most smartwatches, including alarm, step tracking and goalsetting for walking. however, like all smartwatches, its not 100 accurate in step countingit adds steps while traveling on metro, buses, or bikes."
B.Narayana,4.0 out of 5 stars,Fine. But I wanted item with belt,Rose Gold Mesh,23 July 2025,Good,4.0,2025-07-23,en,fine. but i wanted item with belt,"['fine', '.', 'but', 'i', 'wanted', 'item', 'with', 'belt']",8,"['fine.', 'but i wanted item with belt']",2,"['fine', '.', 'wanted', 'item', 'belt']","['fine', '.', 'wanted', 'item', 'belt']",fine . wanted item belt,"[('fine', 'NN'), ('.', '.'), ('but', 'CC'), ('i', 'JJ'), ('wanted', 'VBD'), ('item', 'NN'), ('with', 'IN'), ('belt', 'NN')]",[],[],0.0,0.781,0.219,0.1027,positive,2,4,0.8827016341506428,fine. but i wanted item with belt,fine. but i wanted item with belt
Saurabh Swami,5.0 out of 5 stars,Very good watch worth buying,Rose Gold Mesh,16 October 2025,Beautiful watch,5.0,2025-10-16,en,very good watch worth buying,"['very', 'good', 'watch', 'worth', 'buying']",5,['very good watch worth buying'],1,"['good', 'watch', 'worth', 'buying']","['good', 'watch', 'worth', 'buying']",good watch worth buying,"[('very', 'RB'), ('good', 'JJ'), ('watch', 'NN'), ('worth', 'IN'), ('buying', 'VBG')]",[],[],0.0,0.359,0.641,0.6549,positive,2,2,0.7597306484304808,very good watch worth buying,very good watch worth buying
Ishu,5.0 out of 5 stars,Nice product,Wine_Red,17 October 2025,Nice,5.0,2025-10-17,ro,nice product,"['nice', 'product']",2,['nice product'],1,"['nice', 'product']","['nice', 'product']",nice product,"[('nice', 'JJ'), ('product', 'NN')]",[],[],0.0,0.263,0.737,0.4215,positive,2,1,0.6840877223031834,nice product,nice product
Amazon User,5.0 out of 5 stars,Nice product. Value for money. Best brand in smart watches.,Jet Black,10 October 2025,Value for money.,5.0,2025-10-10,en,nice product. value for money. best brand in smart watches.,"['nice', 'product', '.', 'value', 'for', 'money', '.', 'best', 'brand', 'in', 'smart', 'watches', '.']",13,"['nice product.', 'value for money.', 'best brand in smart watches.']",3,"['nice', 'product', '.', 'value', 'money', '.', 'best', 'brand', 'smart', 'watches', '.']","['nice', 'product', '.', 'value', 'money', '.', 'best', 'brand', 'smart', 'watch', '.']",nice product . value money . best brand smart watch .,"[('nice', 'JJ'), ('product', 'NN'), ('.', '.'), ('value', 'NN'), ('for', 'IN'), ('money', 'NN'), ('.', '.'), ('best', 'JJS'), ('brand', 'NN'), ('in', 'IN'), ('smart', 'JJ'), ('watches', 'NNS'), ('.', '.')]",[],[],0.0,0.331,0.669,0.9022,positive,2,4,0.8338163910787515,nice product. value for money.,nice product. best brand in smart watches.
Karthikeyan Nadadur,4.0 out of 5 stars,Chrger wire jas problem,Rose Gold,22 July 2025,Charger wire hs problem,4.0,2025-07-22,en,chrger wire jas problem,"['chrger', 'wire', 'jas', 'problem']",4,['chrger wire jas problem'],1,"['chrger', 'wire', 'jas', 'problem']","['chrger', 'wire', 'jas', 'problem']",chrger wire jas problem,"[('chrger', 'NN'), ('wire', 'NN'), ('jas', 'NN'), ('problem', 'NN')]",[],[],0.474,0.526,0.0,-0.4019,negative,2,2,0.5540073156736058,chrger wire jas problem,chrger wire jas problem
Joyanta Kumar Das,5.0 out of 5 stars,Very nice watch. After long time the colours on metals are as shinny as new,Rose Gold Mesh,5 October 2025,Fastrack is best,5.0,2025-10-05,en,very nice watch. after long time the colours on metals are as shinny as new,"['very', 'nice', 'watch', '.', 'after', 'long', 'time', 'the', 'colours', 'on', 'metals', 'are', 'as', 'shinny', 'as', 'new']",16,"['very nice watch.', 'after long time the colours on metals are as shinny as new']",2,"['nice', 'watch', '.', 'long', 'time', 'colours', 'metals', 'shinny', 'new']","['nice', 'watch', '.', 'long', 'time', 'colour', 'metal', 'shinny', 'new']",nice watch . long time colour metal shinny new,"[('very', 'RB'), ('nice', 'JJ'), ('watch', 'NN'), ('.', '.'), ('after', 'IN'), ('long', 'JJ'), ('time', 'NN'), ('the', 'DT'), ('colours', 'NNS'), ('on', 'IN'), ('metals', 'NNS'), ('are', 'VBP'), ('as', 'RB'), ('shinny', 'JJ'), ('as', 'IN'), ('new', 'JJ')]",[],[],0.0,0.819,0.181,0.4754,positive,2,1,0.671155098848915,very nice watch. after long time the colours on metals are as shinny as new,very nice watch. after long time the colours on metals are as shinny as new
abhey singh,3.0 out of 5 stars,Why did you pick this product vs others?:Watch is good and ok.But box I received it in was not sealed.seal was already broken.Although watch is new only so I accepted and did not raise any issue regarding product as I was in mumbai for that day only..No damage was found.It hurts little bit to know that same watch may have been sent to someone first and then they sent the same one to me when that person returned it back.,BLACK,10 July 2025,Broken seal,3.0,2025-07-10,en,why did you pick this product vs others?watch is good and ok.but box i received it in was not sealed.seal was already broken.although watch is new only so i accepted and did not raise any issue regarding product as i was in mumbai for that day only..no damage was found.it hurts little bit to know that same watch may have been sent to someone first and then they sent the same one to me when that person returned it back.,"['why', 'did', 'you', 'pick', 'this', 'product', 'vs', 'others', '?', 'watch', 'is', 'good', 'and', 'ok.but', 'box', 'i', 'received', 'it', 'in', 'was', 'not', 'sealed.seal', 'was', 'already', 'broken.although', 'watch', 'is', 'new', 'only', 'so', 'i', 'accepted', 'and', 'did', 'not', 'raise', 'any', 'issue', 'regarding', 'product', 'as', 'i', 'was', 'in', 'mumbai', 'for', 'that', 'day', 'only', '..', 'no', 'damage', 'was', 'found.it', 'hurts', 'little', 'bit', 'to', 'know', 'that', 'same', 'watch', 'may', 'have', 'been', 'sent', 'to', 'someone', 'first', 'and', 'then', 'they', 'sent', 'the', 'same', 'one', 'to', 'me', 'when', 'that', 'person', 'returned', 'it', 'back', '.']",85,['why did you pick this product vs others?watch is good and ok.but box i received it in was not sealed.seal was already broken.although watch is new only so i accepted and did not raise any issue regarding product as i was in mumbai for that day only..no damage was found.it hurts little bit to know that same watch may have been sent to someone first and then they sent the same one to me when that person returned it back.'],1,"['pick', 'product', 'vs', 'others', '?', 'watch', 'good', 'ok.but', 'box', 'received', 'sealed.seal', 'already', 'broken.although', 'watch', 'new', 'accepted', 'raise', 'issue', 'regarding', 'product', 'mumbai', 'day', '..', 'damage', 'found.it', 'hurts', 'little', 'bit', 'know', 'watch', 'may', 'sent', 'someone', 'first', 'sent', 'one', 'person', 'returned', 'back', '.']","['pick', 'product', 'v', 'others', '?', 'watch', 'good', 'ok.but', 'box', 'received', 'sealed.seal', 'already', 'broken.although', 'watch', 'new', 'accepted', 'raise', 'issue', 'regarding', 'product', 'mumbai', 'day', '..', 'damage', 'found.it', 'hurt', 'little', 'bit', 'know', 'watch', 'may', 'sent', 'someone', 'first', 'sent', 'one', 'person', 'returned', 'back', '.']",pick product v others ? watch good ok.but box received sealed.seal already broken.although watch new accepted raise issue regarding product mumbai day .. damage found.it hurt little bit know watch may sent someone first sent one person returned back .,"[('why', 'WRB'), ('did', 'VBD'), ('you', 'PRP'), ('pick', 'VB'), ('this', 'DT'), ('product', 'NN'), ('vs', 'NN'), ('others', 'NNS'), ('?', '.'), ('watch', 'NN'), ('is', 'VBZ'), ('good', 'JJ'), ('and', 'CC'), ('ok.but', 'JJ'), ('box', 'NN'), ('i', 'NN'), ('received', 'VBD'), ('it', 'PRP'), ('in', 'IN'), ('was', 'VBD'), ('not', 'RB'), ('sealed.seal', 'JJ'), ('was', 'VBD'), ('already', 'RB'), ('broken.although', 'JJ'), ('watch', 'NN'), ('is', 'VBZ'), ('new', 'JJ'), ('only', 'RB'), ('so', 'RB'), ('i', 'JJ'), ('accepted', 'VBD'), ('and', 'CC'), ('did', 'VBD'), ('not', 'RB'), ('raise', 'VB'), ('any', 'DT'), ('issue', 'NN'), ('regarding', 'VBG'), ('product', 'NN'), ('as', 'IN'), ('i', 'NN'), ('was', 'VBD'), ('in', 'IN'), ('mumbai', 'NN'), ('for', 'IN'), ('that', 'DT'), ('day', 'NN'), ('only', 'RB'), ('..', 'VBZ'), ('no', 'DT'), ('damage', 'NN'), ('was', 'VBD'), ('found.it', 'JJ'), ('hurts', 'NNS'), ('little', 'JJ'), ('bit', 'NN'), ('to', 'TO'), ('know', 'VB'), ('that', 'DT'), ('same', 'JJ'), ('watch', 'NN'), ('may', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('sent', 'VBN'), ('to', 'TO'), ('someone', 'NN'), ('first', 'RB'), ('and', 'CC'), ('then', 'RB'), ('they', 'PRP'), ('sent', 'VBD'), ('the', 'DT'), ('same', 'JJ'), ('one', 'CD'), ('to', 'TO'), ('me', 'PRP'), ('when', 'WRB'), ('that', 'DT'), ('person', 'NN'), ('returned', 'VBD'), ('it', 'PRP'), ('back', 'RP'), ('.', '.')]",[],"[{'feature': 'box', 'context_before': 'ok.but', 'context_after': 'i', 'position': 14}]",0.074,0.859,0.066,-0.1677,negative,1,0,0.6065494883634047,why did you pick this product vs others?watch is good and ok.but box i received it in was not sealed.seal was already broken.although watch is new only so i accepted and did not raise any issue regarding product as i was in mumbai for that day only..no damage was found.it hurts little bit to know that same watch may have been sent to someone first and then they sent the same one to me when that person returned it back.,why did you pick this product vs others?watch is good and ok.but box i received it in was not sealed.seal was already broken.although watch is new only so i accepted and did not raise any issue regarding product as i was in mumbai for that day only..no damage was found.it hurts little bit to know that same watch may have been sent to someone first and then they sent the same one to me when that person returned it back.
Vishalkurkure,4.0 out of 5 stars,watch is comfortable good quality and colour,BLUE,17 July 2025,Good,4.0,2025-07-17,en,watch is comfortable good quality and colour,"['watch', 'is', 'comfortable', 'good', 'quality', 'and', 'colour']",7,['watch is comfortable good quality and colour'],1,"['watch', 'comfortable', 'good', 'quality', 'colour']","['watch', 'comfortable', 'good', 'quality', 'colour']",watch comfortable good quality colour,"[('watch', 'NN'), ('is', 'VBZ'), ('comfortable', 'JJ'), ('good', 'JJ'), ('quality', 'NN'), ('and', 'CC'), ('colour', 'NN')]",[],"[{'feature': 'quality', 'context_before': 'good', 'context_after': 'and', 'position': 4}, {'feature': 'colour', 'context_before': 'and', 'context_after': '', 'position': 6}]",0.0,0.446,0.554,0.7351,positive,2,2,0.7626809171362252,watch is comfortable good quality and colour,watch is comfortable good quality and colour
Sumit Swami,5.0 out of 5 stars,Very Good Stylish Watch,Black_Metal,12 October 2025,Super,5.0,2025-10-12,en,very good stylish watch,"['very', 'good', 'stylish', 'watch']",4,['very good stylish watch'],1,"['good', 'stylish', 'watch']","['good', 'stylish', 'watch']",good stylish watch,"[('very', 'RB'), ('good', 'JJ'), ('stylish', 'NN'), ('watch', 'NN')]",[],[],0.0,0.484,0.516,0.4927,positive,2,2,0.7349736049534741,very good stylish watch,very good stylish watch
Babita,5.0 out of 5 stars,Very nice 👍,Wine Red,12 October 2025,Quality and colour very good 👍♥️♥️,5.0,2025-10-12,cs,very nice,"['very', 'nice']",2,['very nice'],1,['nice'],['nice'],nice,"[('very', 'RB'), ('nice', 'JJ')]",[],[],0.0,0.244,0.756,0.4754,positive,2,1,0.9295713486718816,very nice,very nice
SYED ABDUL JAMAAL,5.0 out of 5 stars,It's a very good product 😊,Silver Metal,9 October 2025,Very good product,5.0,2025-10-09,en,its a very good product,"['its', 'a', 'very', 'good', 'product']",5,['its a very good product'],1,"['good', 'product']","['good', 'product']",good product,"[('its', 'PRP$'), ('a', 'DT'), ('very', 'RB'), ('good', 'JJ'), ('product', 'NN')]",[],[],0.0,0.484,0.516,0.4927,positive,2,0,0.8760384901175113,its a very good product,its a very good product
Jaiswal parwati,5.0 out of 5 stars,Very very very nice,Black_Metal,11 October 2025,Bhot achcha,5.0,2025-10-11,cs,very very very nice,"['very', 'very', 'very', 'nice']",4,['very very very nice'],1,['nice'],['nice'],nice,"[('very', 'RB'), ('very', 'RB'), ('very', 'RB'), ('nice', 'JJ')]",[],[],0.0,0.452,0.548,0.5625,positive,2,1,0.9295713486718816,very very very nice,very very very nice
